,event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
3041,MEX96446,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,Protesters,,,,Protesters only,,484,North America,Mexico,Baja California,Tijuana,,Tijuana,32.5325,-117.0190,2,Zeta Tijuana,Subnational,"On 3 December 2024, in the outskirts of Tijuana, Baja California, residents of Colonia Maclavio Rojas protested and blocked the highway Tijuana-Tecate to demand the regularization of land ownership, including the issuance of free and low-cost property titles and legal certainty after 36 years of unresolved claims.",0,crowd size=no report,1733789063
3042,MEX96448,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Labor Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Campeche,Campeche,,San Francisco de Campeche,19.8448,-90.5396,1,Tribuna Campeche,Subnational,"On 3 December 2024, in San Francisco de Campeche, Campeche, workers of the Unacar held a protest to demand immediate payment for almost 12 paychecks they are owed, in addition to their Christmas bonus.",0,crowd size=no report,1733789064
3043,MEX96449,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Government of Mexico (2018-),Protesters,,,,Protesters only,,484,North America,Mexico,Campeche,Candelaria,,Pejelagarto,18.1885,-90.9948,1,Tribuna Campeche,Subnational,"On 3 December 2024, in Pejelagarto, Campeche, at least 50 residents led by municipal commissioner blocked the Division del Norte-Candelaria highway to demand to the Federal Government to reconstruct the Candelaria-Pejelagarto road. The protesters pointed out that the work on the Maya Train destroyed the road, leaving it bad conditions.",0,crowd size=at least 50,1733789064
3044,MEX96456,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Labor Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Chihuahua,Guachochi,,Guachochi,26.8192,-107.0694,1,Reforma,National,"On 3 December 2024, in Guachochi, Chihuahua, merchants protested and closed their stores to demand greater security from authorities amid an increase in extortion payments by organized crime groups.",0,crowd size=no report,1733789064
3045,MEX96457,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),CNTE: National Coordination of Education Workers; Teachers (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Ciudad de Mexico,Cuauhtemoc,,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,1,SDP Noticias,National,"On 3 December 2024, in Ciudad de Mexico - Cuauhtemoc, teachers of the CNTE marched in Paseo de la Reforma. The motive of the protest is unknown.",0,crowd size=no report,1733789064
3046,MEX96458,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,Protesters,,,,Protesters only,,484,North America,Mexico,Ciudad de Mexico,Cuauhtemoc,,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,1,SDP Noticias,National,"On 3 December 2024, in Ciudad de Mexico - Cuauhtemoc, members of the 'People with Disabilities Mexico' collective marched from the Angel de la Independencia towards the Zocalo to demand equality, accessibility and opportunities for all people with disabilities.",0,crowd size=no report,1733789064
3047,MEX96459,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,Protesters,,,,Protesters only,,484,North America,Mexico,Ciudad de Mexico,Cuauhtemoc,,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,1,Zeta Tijuana,National,"On 3 December 2024, in Ciudad de Mexico - Cuauhtemoc, residents of Colonia Maclavio Rojas protested outside the museum Bellas Artes to demand the regularization of land ownership, including the issuance of free and low-cost property titles and legal certainty after 36 years of unresolved claims.",0,crowd size=no report,1733789064
3048,MEX96460,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,Protesters,,,,Protesters only,,484,North America,Mexico,Ciudad de Mexico,Venustiano Carranza,,Ciudad de Mexico - Venustiano Carranza,19.4193,-99.1137,1,Reforma,National,"On 3 December 2024, in Ciudad de Mexico - Venustiano Carranza, neighbors of Colonia Jardin Balbuena protested central lanes against the lack of water services in their homes.",0,crowd size=no report,1733789064
3049,MEX96461,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),SNTE: National Union of Education Workers; Teachers (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Durango,Durango,,Victoria de Durango,24.0240,-104.6702,1,El Siglo de Durango,Subnational,"On 3 December 2024, in Victoria de Durango, Durango, for the second day in a row, retired teachers from the SNTE demonstrated and blocked Bruno Martinez street to demand the payment of their retirement severance insurance.",0,crowd size=no report,1733789064
3050,MEX96466,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Teachers (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Guerrero,Acapulco de Juarez,,Acapulco de Juarez,16.8619,-99.8866,1,El Sol de Acapulco,Subnational,"On 3 December 2024, in Acapulco de Juarez, Guerrero, for the second day in a row, special education teachers demonstrated at the vicinity of the offices of education in the Acapulco - Coyuca region and took over their facilities to demand that the government comply with their labor demands, including the payment of bonuses, among others.",0,crowd size=no report,1733789064
3051,MEX96467,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Journalists (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Guerrero,Chilpancingo de los Bravo,,Chilpancingo de los Bravo,17.5516,-99.5011,1,El Sol de Acapulco,Subnational,"On 3 December 2024, in Chilpancingo de los Bravo, Guerrero, journalists held a protest at the Attorney General's Office against the authorities for trying to violate freedom of expression. The event was held to show solidarity and support for their colleague who was assaulted by the security personnel of the municipal president of Taxco in October (coded separately). The protesters demanded greater security for those who have also been victims of violence, who have suffered kidnappings, abductions, robberies and threats by former authorities.",0,crowd size=no report,1733789064
3052,MEX96468,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Labor Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Guerrero,Chilpancingo de los Bravo,,Chilpancingo de los Bravo,17.5516,-99.5011,1,El Sol de Acapulco,Subnational,"On 3 December 2024, in Chilpancingo de los Bravo, Guerrero, for the second day in a row, retirees held a protest against the lack of payment of ISSSPEG. The protesters took over the Alvarez building to demand payment of their pensions corresponding to the months of November and December.",0,crowd size=no report,1733789064
3053,MEX96469,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Teachers (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Guerrero,La Union de Isidoro Montes de Oca,,La Union,17.9854,-101.8063,1,El Sol de Acapulco,Subnational,"On 3 December 2024, in La Union, Guerrero, special education teachers took over the offices of the Ministry of Finance and Administration to demand a response by Guerrero Ministry of Education (SEG) to their demands. The protesters demanded the filling of vacant spaces, the payment of the educational integration bonus, changes of psychologists and recategorizations, among others. The event was replicated in other locations (coded separately).",0,crowd size=no report,1733789064
3054,MEX96470,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Teachers (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Guerrero,Petatlan,,Petatlan,17.5382,-101.2746,1,El Sol de Acapulco,Subnational,"On 3 December 2024, in Petatlan, Guerrero, special education teachers took over the offices of the Ministry of Finance and Administration to demand a response by Guerrero Ministry of Education (SEG) to their demands. The protesters demanded the filling of vacant spaces, the payment of the educational integration bonus, changes of psychologists and recategorizations, among others. The event was replicated in other locations (coded separately).",0,crowd size=no report,1733789064
3055,MEX96471,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Teachers (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Guerrero,Zihuatanejo de Azueta,,Zihuatanejo,17.6505,-101.5482,1,El Sol de Acapulco,Subnational,"On 3 December 2024, in Zihuatanejo, Guerrero, special education teachers took over the offices of the Ministry of Finance and Administration to demand a response by Guerrero Ministry of Education (SEG) to their demands. The protesters demanded the filling of vacant spaces, the payment of the educational integration bonus, changes of psychologists and recategorizations, among others. The event was replicated in other locations (coded separately).",0,crowd size=no report,1733789064
3056,MEX96474,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,Protesters,,,,Protesters only,,484,North America,Mexico,Jalisco,Zapopan,,Zapopan,20.7206,-103.3883,1,Pagina 24 Jalisco,Subnational,"On 3 December 2024, in Zapopan, Jalisco, patients and senior citizens protested at the hospital Valentin Gomez Farias to denounce abuses committed by the authority at the hospital and to demand accountability and address systemic issues within the hospital.",0,crowd size=no report,1733789064
3057,MEX96475,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,Protesters,,,,Protesters only,,484,North America,Mexico,Mexico,Soyaniquilpan de Juarez,,Soyaniquilpan de Juarez,20.0149,-99.5302,1,La Jornada,National,"On 3 December 2024, in Soyaniquilpan de Juarez, Mexico, residents of the municipalities of Jilotepec and Soyaniqilpan blocked the Mexico-Queretaro highway to demand to the National Water Commission (Conagua) to come up with a comprehensive solution plan for the contamination of a spring located in the town of Mexicaltongo.",0,crowd size=no report,1733789064
3058,MEX96476,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,Protesters,,,,Protesters only,,484,North America,Mexico,Mexico,Tlalnepantla de Baz,,Tlalnepantla,19.5385,-99.1952,1,Milenio,National,"On 3 December 2024, in Tlalnepantla, Mexico, a group of people blocked the Mexico-Queretaro highway to denounce that Pemex contaminated one of the springs that supplies drinking water to dozens of families in Jilotepec with fuel.",0,crowd size=no report,1733789064
3059,MEX96477,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),CSIM: Supreme Indigenous Council of Michoacan; Indigenous Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Michoacan de Ocampo,Chilchota,,Huancito,19.8486,-102.0688,1,Milenio; MiMorelia,Subnational-National,"On 3 December 2024, in Huancito, Michoacan, members of the Supreme Indigenous Council of Michoacan (CSIM) held a protest against the initiative of constitutional reform on indigenous matters. The protesters blocked the Cheran-Zamora highway. This event was replicated in other locations (coded separately).",0,crowd size=no report,1733789064
3060,MEX96478,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),CSIM: Supreme Indigenous Council of Michoacan; Indigenous Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Michoacan de Ocampo,Morelia,,Morelia,19.7034,-101.1920,1,Milenio; MiMorelia,Subnational-National,"On 3 December 2024, in Morelia, Michoacan, members of the Supreme Indigenous Council of Michoacan (CSIM) held a protest against the initiative of constitutional reform on indigenous matters. The protesters blocked the Ramal Camelinas road. This event was replicated in other locations (coded separately).",0,crowd size=no report,1733789064
3061,MEX96479,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),CSIM: Supreme Indigenous Council of Michoacan; Indigenous Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Michoacan de Ocampo,Paracho,,Aranza,19.6625,-102.0238,1,Milenio; MiMorelia,Subnational-National,"On 3 December 2024, in Aranza, Michoacan, members of the Supreme Indigenous Council of Michoacan (CSIM) held a protest against the initiative of constitutional reform on indigenous matters. The protesters blocked the Cheran-Uruapan highway. This event was replicated in other locations (coded separately).",0,crowd size=no report,1733789064
3062,MEX96480,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),CSIM: Supreme Indigenous Council of Michoacan; Indigenous Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Michoacan de Ocampo,Patzcuaro,,Santa Maria Huiramangaro,19.5104,-101.7661,1,Milenio; MiMorelia,Subnational-National,"On 3 December 2024, in Santa Maria Huiramangaro, Michoacan, members of the Supreme Indigenous Council of Michoacan (CSIM) held a protest against the initiative of constitutional reform on indigenous matters. The protesters blocked the Patzcuaro-Uruapan highway. This event was replicated in other locations (coded separately).",0,crowd size=no report,1733789064
3063,MEX96482,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),CSIM: Supreme Indigenous Council of Michoacan; Indigenous Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Michoacan de Ocampo,Quiroga,,Santa Fe de la Laguna,19.6729,-101.5559,1,Milenio; MiMorelia,Subnational-National,"On 3 December 2024, in Santa Fe de la Laguna, Michoacan, members of the Supreme Indigenous Council of Michoacan (CSIM) held a protest against the initiative of constitutional reform on indigenous matters. The protesters blocked the Morelia-Zacapu highway. This event was replicated in other locations (coded separately).",0,crowd size=no report,1733789064
3064,MEX96483,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),CSIM: Supreme Indigenous Council of Michoacan; Indigenous Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Michoacan de Ocampo,Taretan,,Taretan,19.3346,-101.9179,1,Milenio; MiMorelia,Subnational-National,"On 3 December 2024, in Taretan, Michoacan, members of the Supreme Indigenous Council of Michoacan (CSIM) held a protest against the initiative of constitutional reform on indigenous matters. The protesters blocked the Morelia-Lazaro Cardenas highway. This event was replicated in other locations (coded separately).",0,crowd size=no report,1733789064
3065,MEX96484,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),CSIM: Supreme Indigenous Council of Michoacan; Indigenous Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Michoacan de Ocampo,Uruapan,,Nuevo Zirosto,19.5494,-102.3472,1,Milenio; MiMorelia,Subnational-National,"On 3 December 2024, in Nuevo Zirosto, Michoacan, members of the Supreme Indigenous Council of Michoacan (CSIM) held a protest against the initiative of constitutional reform on indigenous matters. The protesters blocked the Uruapan Los Reyes highway. This event was replicated in other locations (coded separately).",0,crowd size=no report,1733789064
3066,MEX96487,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,Protesters,,,,Protesters only,,484,North America,Mexico,Nuevo Leon,General Escobedo,,Ciudad General Escobedo,25.8080,-100.3226,1,El Norte,Subnational,"On 3 December 2024, in Ciudad General Escobedo, Nuevo Leon, residents protested against the delay of works to repair a vehicular bridge and to demand solutions from authorities.",0,crowd size=no report,1733789064
3067,MEX96492,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,Protesters,,,,Protesters only,,484,North America,Mexico,Puebla,Coxcatlan,,Coxcatlan,18.2644,-97.1464,1,E-Consulta,Subnational,"On 3 December 2024, in Coxcatlan, Puebla, at least 80 workers from the Calipam Sugar Mill held a protest to demand the payment of their salaries and clarification for their pension.",0,crowd size=at least 80,1733789064
3068,MEX96493,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,Protesters,,,,Protesters only,,484,North America,Mexico,Puebla,Puebla,,Heroica Puebla de Zaragoza,19.0440,-98.1975,1,E-Consulta,Subnational,"On 3 December 2024, in Heroica Puebla de Zaragoza, Puebla, residents of Colonia Seda Monsato blocked the Via Corta at the entrance to the Central de Abasto to demand the construction of a pedestrian bridge to cross the highway.",0,crowd size=no report,1733789064
3069,MEX96506,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Labor Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Sinaloa,Escuinapa,,Escuinapa de Hidalgo,22.8317,-105.7789,1,Noroeste,Subnational,"On 3 December 2024, in Escuinapa de Hidalgo, Sinaloa, workers who were fired from the City Council held a protest to demand their owed payment.",0,crowd size=no report,1733789064
3070,MEX96511,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,Protesters,,,,Protesters only,,484,North America,Mexico,Tamaulipas,Victoria,,Ciudad Victoria,23.7311,-99.1513,1,Hoy Tamaulipas,Subnational,"On 3 December 2024, in Ciudad Victoria, Tamaulipas, relatives of missing persons protested for a second consecutive day to demand results from authorities in the search of their missing relatives.",0,crowd size=no report,1733789064
3071,MEX96514,2024-12-03,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,Protesters,,,,Protesters only,,484,North America,Mexico,Veracruz de Ignacio de la Llave,Xalapa,,Xalapa-Enriquez,19.5271,-96.9226,1,Imagen del Golfo,Subnational,"On 3 December 2024, in Xalapa-Enriquez, Veracruz, people marched as part of the International Day of Persons with Disabilities. Participants demanded non-discrimination, respect for their human rights, and social inclusion.",0,crowd size=no report,1733789064
3072,MEX96397,2024-12-02,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Labor Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Campeche,Campeche,,San Francisco de Campeche,19.8448,-90.5396,1,Tribuna Campeche,Subnational,"On 2 December 2024, in San Francisco de Campeche, Campeche, workers from the Union of Workers of the College of Scientific and Technological Studies of the State of Campeche (Sutcecytecam) held a protest and started a strike demanding immediate payment of their full salary. This event was replicated in another location (coded separately).",0,crowd size=no report,1733789063
3073,MEX96398,2024-12-02,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Labor Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Campeche,Hecelchakan,,Pomuch,20.1369,-90.1750,1,Tribuna Campeche,Subnational,"On 2 December 2024, in Pomuch, Campeche, workers from the Union of Workers of the College of Scientific and Technological Studies of the State of Campeche (Sutcecytecam) held a protest and started a strike demanding immediate payment of their full salary. This event was replicated in another location (coded separately).",0,crowd size=no report,1733789063
3074,MEX96400,2024-12-02,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,Protesters,,,,Protesters only,,484,North America,Mexico,Ciudad de Mexico,Cuauhtemoc,,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,1,AFN - Tijuana,National,"On 2 December 2024, in Ciudad de Mexico - Cuauhtemoc, a group of residents of the Maclovio Rojas in Tijuana, demonstrated at the Zocalo of Mexico City to demand a meeting with President Claudia Sheinbaum Pardo to inform her of the problems facing their community.",0,crowd size=no report,1733789063
3075,MEX96401,2024-12-02,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Labor Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Ciudad de Mexico,Cuauhtemoc,,Ciudad de Mexico - Cuauhtemoc,19.4313,-99.1531,1,24 Horas (Mexico); La Jornada; Metro Toluca,National,"On 2 December 2024, in Ciudad de Mexico - Cuauhtemoc, tens of merchants blocked Pino Suarez and Eje Central to demand that the authorities to be able to return to their work spaces or be relocated after elements of the state police carried out an operation inside the Izazaga 89 shopping mall and placed suspension seals.",0,crowd size=tens,1733789063
3076,MEX96402,2024-12-02,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Labor Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Ciudad de Mexico,Iztapalapa,,Ciudad de Mexico - Iztapalapa,19.3590,-99.0926,1,La Jornada,National,"On 2 December 2024, in Ciudad de Mexico - Iztapalapa, sports promoters blocked the intersection with Eje 6 to demand the payment of their late salaries. The protesters also asked for their contract to be respected.",0,crowd size=no report,1733789063
3077,MEX96403,2024-12-02,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Labor Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Ciudad de Mexico,Tlalpan,,Ciudad de Mexico - Tlalpan,19.2883,-99.1671,1,El Universal (Mexico),National,"On 2 December 2024, in Ciudad de Mexico - Tlalpan, a group of merchants and workers from Plaza Izazaga 89 blocked the area surrounding the shopping center to demand its reopening after its closure last weekend by the Ministry of Economy.",0,crowd size=no report,1733789063
3078,MEX96404,2024-12-02,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Taxi/Bus Drivers (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Colima,Colima,,Colima,19.2429,-103.7281,1,Colima Noticias,Subnational,"On 2 December 2024, in Colima, Colima, taxi drivers from Tecoman, Armeria and Manzanillo blocked the accesses to the State Government House to protest against the intention of the State Government's Undersecretary of Mobility to remove Tsuru vehicles from circulation as taxis. The protesters stated that this action would affect some of them.",0,crowd size=no report,1733789063
3079,MEX96405,2024-12-02,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),SNTE: National Union of Education Workers; Teachers (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Durango,Durango,,Victoria de Durango,24.0240,-104.6702,1,El Siglo de Durango,Subnational,"On 2 December 2024, in Victoria de Durango, Durango, retired teachers from the SNTE demonstrated and blocked Avenida Cuauhtemoc to demand the payment of their retirement severance insurance.",0,crowd size=no report,1733789063
3080,MEX96411,2024-12-02,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Teachers (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Guerrero,Acapulco de Juarez,,Acapulco de Juarez,16.8619,-99.8866,1,El Sol de Acapulco,Subnational,"On 2 December 2024, in Acapulco de Juarez, Guerrero, special education teachers demonstrated at the vicinity of the offices of education in the Acapulco - Coyuca region and took over their facilities to demand that the government comply with their labor demands, including the payment of bonuses, among others.",0,crowd size=no report,1733789063
3081,MEX96412,2024-12-02,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Labor Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Guerrero,Acapulco de Juarez,,Acapulco de Juarez,16.8619,-99.8866,1,El Sol de Acapulco; La Jornada,Subnational-National,"On 2 December 2024, in Acapulco de Juarez, Guerrero, retired workers from to the Social Security Institute for Public Servants of the State of Guerrero (ISSSPEG), took over the offices of the State Government's Finance and Administration Secretariat to protest against the lack of payment of their pension for November.",0,crowd size=no report,1733789063
3082,MEX96413,2024-12-02,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Students (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Guerrero,Atoyac de Alvarez,,Atoyac de Alvarez,17.2127,-100.4331,1,La Jornada,National,"On 2 December 2024, in Atoyac de Alvarez, Guerrero, students from the Ayotzinapa Normal School, groups of relatives of the disappeared, and students from the Autonomous University of Guerrero (UAG) marched as part of the 50th anniversary of the death in combat of Commander Lucio Cabanas Barrientos, a leader of the guerrilla group of the Partido de los Pobres (PDLP). The event was held in a call for unity of all legitimate struggles of the social movement in Mexico.",0,crowd size=no report,1733789063
3083,MEX96414,2024-12-02,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Labor Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Guerrero,Chilpancingo de los Bravo,,Chilpancingo de los Bravo,17.5516,-99.5011,1,El Sol de Acapulco,Subnational,"On 2 December 2024, in Chilpancingo de los Bravo, Guerrero, retirees held a protest against the lack of payment of ISSSPEG. The protesters took over the Alvarez building to demand payment of their pensions corresponding to the months of November and December.",0,crowd size=no report,1733789063
3084,MEX96415,2024-12-02,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,Protesters,,,,Protesters only,,484,North America,Mexico,Guerrero,Chilpancingo de los Bravo,,Chilpancingo de los Bravo,17.5516,-99.5011,1,El Sol de Acapulco,Subnational,"On 2 December 2024, in Chilpancingo de los Bravo, Guerrero, people blocked the city center to demand support after hurricane Otis and John.",0,crowd size=no report,1733789063
3085,MEX96416,2024-12-02,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Labor Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Hidalgo,Pachuca de Soto,,Pachuca de Soto,20.1224,-98.7370,1,El Universal (Mexico),National,"On 2 December 2024, in Pachuca de Soto, Hidalgo, hundreds of workers from the Colegio de Bachilleres, affiliated with the Sole Union of Academic Workers of the Colegio de Bachilleres of the State of Hidalgo, protested at the facilities to demand the resignation of the director of the institution.",0,crowd size=hundreds,1733789063
3086,MEX96417,2024-12-02,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,Protesters,,,,Protesters only,,484,North America,Mexico,Hidalgo,Tula de Allende,,Tula de Allende,20.0552,-99.3432,1,Diario Via Libre; Milenio,Subnational-National,"On 2 December 2024, in Tula de Allende, Hidalgo, motorcyclists protested against high costs. The protesters blocked the Tula-Iturbe boulevard.",0,crowd size=no report,1733789063
3087,MEX96418,2024-12-02,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,Protesters,,,,Protesters only,,484,North America,Mexico,Mexico,Ecatepec de Morelos,,Ecatepec de Morelos,19.5991,-99.0492,1,Milenio,National,"On 2 December 2024, in Ecatepec de Morelos, Mexico, residents blocked Via Morelos to demand water drinking supply.",0,crowd size=no report,1733789063
3088,MEX96420,2024-12-02,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Labor Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Mexico,Toluca,,Toluca de Lerdo,19.2935,-99.6573,1,Milenio,National,"On 2 December 2024, in Toluca de Lerdo, Mexico, firefighters demonstrated outside the City Hall to demand full payment of their Christmas bonus, benefits and pending work days.",0,crowd size=no report,1733789063
3089,MEX96427,2024-12-02,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Labor Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Puebla,Puebla,,Heroica Puebla de Zaragoza,19.0440,-98.1975,1,E-Consulta,Subnational,"On 2 December 2024, in Heroica Puebla de Zaragoza, Puebla, public transport concessionaires protested at the city center to demand an increase in fares. The protesters claimed that there is an unfair competition with the RUTA system and illegal transport in the area.",0,crowd size=no report,1733789063
3090,MEX96436,2024-12-02,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,Protesters,,,,Protesters only,,484,North America,Mexico,Sinaloa,Mazatlan,,Mazatlan,23.2003,-106.4222,1,Noroeste,Subnational,"On 2 December 2024, in Mazatlan, Sinaloa, oncology patients and family members from the oncology area held a protest at the General Hospital over medicines shortage.",0,crowd size=no report,1733789063
3091,MEX96438,2024-12-02,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Labor Group (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Tabasco,Centro,,Villahermosa,17.9878,-92.9194,1,El Norte; El Universal (Mexico); Reforma,National,"On 2 December 2024, in Villahermosa, Tabasco, dozens of workers from Pemex subcontracting companies held a demonstration to demand payment of debts owed by the company for more than a year. The protesters were members of the Frente Amplio de Subcontratistas al Servicio de Pemex (FASP) who gathered outside the Pemex offices, known as 'La Piramide'.",0,crowd size=dozens,1733789063
3092,MEX96440,2024-12-02,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),,Protesters,,,,Protesters only,,484,North America,Mexico,Tamaulipas,Victoria,,Ciudad Victoria,23.7311,-99.1513,1,Hoy Tamaulipas,Subnational,"On 2 December 2024, in Ciudad Victoria, Tamaulipas, relatives of missing people, members of the Collective 'For the love of our children and relatives despised and absent from Tamaulipas', blocked the Fidel Velazquez Boulevard to demand justice and greater results in the Investigation of Crimes of Forced Disappearance of Persons.",0,crowd size=no report,1733789063
3093,MEX96369,2024-12-01,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Mexico),Labor Group (Mexico); Teachers (Mexico),Protesters,,,,Protesters only,,484,North America,Mexico,Baja California,Tijuana,,Tijuana,32.5325,-117.0190,1,AFN - Tijuana,Subnational,"On 1 December 2024, in Tijuana, Baja California, hundreds of active and retired teachers and members of the Union of Bureaucrats marched from Del Maestro square to Cuauhtemoc boulevard to protest against the law that will reform the ISSSTECALI.",0,crowd size=hundreds,1733789063
